db,table,column,type,length,precision,scale,nullable,padded
dbo,LKSPCStatsStyleRfSPCStat_CUS,RfSPCStatID,smallint,2,5,0,0,0
dbo,LKSPCStatsStyleRfSPCStat_CUS,SPCStatsStyleID,smallint,2,5,0,0,0
dbo,LKSPCStatsStyleRfSPCStat_CUS,LkSPCStatsStyleRfSPCStatID,int,4,10,0,0,0
dbo,LkSRGSR,LkSRGSRID,smallint,2,5,0,0,0
dbo,LkSRGSR,ScrapReasonGroupID,smallint,2,5,0,0,0
dbo,LkSRGSR,ScrapReasonID,smallint,2,5,0,0,0
dbo,LkToolTypeOpType,ToolTypeID,smallint,2,5,0,0,0
dbo,LkToolTypeOpType,OperationTypeID,smallint,2,5,0,0,0
dbo,LkToolTypeOpType,MaxNoTools,smallint,2,5,0,0,0
dbo,LkToolTypeOpType,LkToolTypeOpTypeID,int,4,10,0,0,0
dbo,LkTSTC,ToolStateID,int,4,10,0,0,0
dbo,LkTSTC,ToolCavityID,int,4,10,0,0,0
dbo,LkTSTC,RfToolCavityStatusID,tinyint,1,3,0,0,0
dbo,LkTSTC,ToolCavityStateReasonID,smallint,2,5,0,0,0
dbo,LkTSTC,IsCavityChangeState,tinyint,1,3,0,0,0
dbo,LkTSTC,LkTSTCID,int,4,10,0,0,0
dbo,LkTTG,ToolGroupID,smallint,2,5,0,0,0
dbo,LkTTG,ToolID,int,4,10,0,0,0
dbo,LkTTG,LkTTGID,int,4,10,0,0,0
dbo,LkUCTGUCT,LkUCTGUCTID,smallint,2,5,0,0,0
dbo,LkUCTGUCT,UnitCountTypeGroupID,smallint,2,5,0,0,0
dbo,LkUCTGUCT,UnitCountTypeID,smallint,2,5,0,0,0
dbo,LkVCOCVRule,VarChartOCID,int,4,10,0,0,0
dbo,LkVCOCVRule,RfViolationRuleID,smallint,2,5,0,0,0
dbo,LkVCOCVRule,LkVCOCVRuleID,int,4,10,0,0,0
dbo,LkVTVTG,VariableTypeGroupID,smallint,2,5,0,0,0
dbo,LkVTVTG,VariableTypeID,int,4,10,0,0,0
dbo,LkVTVTG,LkVTVTGID,int,4,10,0,0,0
dbo,LkWIRBuildRecord,LkWIRBuildRecordID,int,4,10,0,0,0
dbo,LkWIRBuildRecord,WorkInstructionResultID,int,4,10,0,0,0
dbo,LkWIRBuildRecord,BuildRecordID,int,4,10,0,0,0
dbo,LkWIRMSetReq,LkWIRMSetReqID,int,4,10,0,0,0
dbo,LkWIRMSetReq,WorkInstructionResultID,int,4,10,0,0,0
dbo,LkWIRMSetReq,MeasurementSetRequiredID,int,4,10,0,0,0
dbo,Location,LocationID,int,4,10,0,0,0
dbo,Location,Location,nvarchar,508,0,0,0,1
dbo,Location,LocationTypeID,smallint,2,5,0,0,0
dbo,Location,IsRetired,tinyint,1,3,0,0,0
dbo,Location,MaxQuantity,float,8,53,0,0,0
dbo,Location,LocationCode,nvarchar,100,0,0,1,1
dbo,Location,Description,nvarchar,508,0,0,1,1
dbo,LocationType,LocationTypeID,smallint,2,5,0,0,0
dbo,LocationType,LocationType,nvarchar,100,0,0,0,1
dbo,LocationType,LocationTypeCode,nvarchar,100,0,0,1,1
dbo,LocationType,Description,nvarchar,508,0,0,1,1
dbo,MachineGroup,MachineGroupID,smallint,2,5,0,0,0
dbo,MachineGroup,MachineGroup,nvarchar,508,0,0,0,1
dbo,MachineGroup,Description,nvarchar,508,0,0,1,1
dbo,MachineGroup,IsRetired,tinyint,1,3,0,0,0
dbo,MachineGroup,RfMachineGroupTypeID,tinyint,1,3,0,0,0
dbo,MachineStage,MachineStageID,smallint,2,5,0,0,0
dbo,MachineStage,MachineStageTypeID,smallint,2,5,0,0,0
dbo,MachineStage,Name,nvarchar,508,0,0,0,1
dbo,MachineStage,IsRetired,tinyint,1,3,0,0,0
dbo,MachineStage,DepartmentID,smallint,2,5,0,0,0
dbo,MachineStage,Description,nvarchar,508,0,0,1,1
dbo,MachineStage,CurrentShiftPatternID,smallint,2,5,0,0,0
dbo,MachineStage,NoHeads,smallint,2,5,0,0,0
dbo,MachineStage,IsOEEBottleNeck,tinyint,1,3,0,0,0
dbo,MachineStage,IsProductionOutput,tinyint,1,3,0,0,0
dbo,MachineStage,MachineStopID,int,4,10,0,1,0
dbo,MachineStage,StoppedScreenThreshold,smallint,2,5,0,0,0
dbo,MachineStage,LineSectionID,smallint,2,5,0,0,0
dbo,MachineStage,IsDiscrete,tinyint,1,3,0,0,0
dbo,MachineStage,RfDowntimeCollectionModeID,tinyint,1,3,0,0,0
dbo,MachineStage,RfSpoilageCollectionModeID,tinyint,1,3,0,0,0
dbo,MachineStage,RfProductionCollectionModeID,tinyint,1,3,0,0,0
dbo,MachineStage,LastBuildRecordID,int,4,10,0,1,0
dbo,MachineStage,CurrentJobID,int,4,10,0,1,0
dbo,MachineStage_Custom,MachineStageID,smallint,2,5,0,0,0
dbo,MachineStage_Custom,ModuleDatabase,nvarchar,100,0,0,1,1
dbo,MachineStage_Custom,IntendedWOID,int,4,10,0,1,0
dbo,MachineStage_Custom,MachineStageCode,nvarchar,100,0,0,1,1
dbo,MachineStage_Custom,CurrentLaminateSize,int,4,10,0,1,0
dbo,MachineStage_Custom,Color,nvarchar,100,0,0,1,1
dbo,MachineStage_Custom,ModifiedDT,datetime,8,23,3,1,0
dbo,MachineStage_Custom,CleanState,int,4,10,0,1,0
dbo,MachineStage_Custom,CleaningCycleNo,int,4,10,0,1,0
dbo,MachineStage_Custom,CleaningLaminatePartID,int,4,10,0,1,0
dbo,MachineStage_Custom,CleaningLaminateSize,int,4,10,0,1,0
dbo,MachineStageCell,MachineStageCellID,smallint,2,5,0,0,0
dbo,MachineStageCell,MachineStageID,smallint,2,5,0,0,0
dbo,MachineStageCell,IsCreator,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsConsumer,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsLabeller,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsAutoBatchNo,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsPackConsumer,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsResortConsumer,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsNonJob,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsToolShowCavities,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsInvPackPackNo,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsInvPackPartNo,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsInvPackPartDesc,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsInvPackPartType,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsInvPackQty,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsInvPackHeader,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsInvPackRows,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsInvPackState,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsInvPackReason,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsAcqDblck,tinyint,1,3,0,0,0
dbo,MachineStageCell,AcqGrid,nvarchar,508,0,0,1,1
dbo,MachineStageCell,CustomPage,nvarchar,508,0,0,1,1
dbo,MachineStageCell,IsClickable,tinyint,1,3,0,0,0
dbo,MachineStageCell,IsDrillable,tinyint,1,3,0,0,0
dbo,MachineStageEvent,MachineStageEventID,int,4,10,0,0,0
dbo,MachineStageEvent,LoginID,smallint,2,5,0,0,0
dbo,MachineStageEvent,DT,datetime,8,23,3,0,0
dbo,MachineStageEvent,MachineStageID,smallint,2,5,0,0,0
dbo,MachineStageEvent,MachineStageEventTypeID,smallint,2,5,0,0,0
dbo,MachineStageEvent,Comments,nvarchar,4000,0,0,1,1
dbo,MachineStageEventType,MachineStageEventTypeID,smallint,2,5,0,0,0
dbo,MachineStageEventType,MachineStageEventType,nvarchar,100,0,0,0,1
dbo,MachineStageEventType,Description,nvarchar,508,0,0,1,1
dbo,MachineStageEventType,MachineStageTypeID,smallint,2,5,0,0,0
dbo,MachineStageEventType,MachineStageEventTypeCode,nvarchar,100,0,0,1,1
dbo,MachineStageEventType,IsAlarm,tinyint,1,3,0,0,0
dbo,MachineStageEventType,AlarmText,nvarchar,508,0,0,1,1
dbo,MachineStageInvPosition,MachineStageInvPositionId,smallint,2,5,0,0,0
dbo,MachineStageInvPosition,MachineStageId,smallint,2,5,0,0,0
dbo,MachineStageInvPosition,Position,nvarchar,100,0,0,0,1
dbo,MachineStageInvPosition,PositionNumber,tinyint,1,3,0,0,0
dbo,MachineStageType,MachineStageTypeID,smallint,2,5,0,0,0
dbo,MachineStageType,Name,nvarchar,508,0,0,0,1
dbo,MachineStageType,Description,nvarchar,508,0,0,1,1
dbo,MachineStageType,MachineStageTypeCode,nvarchar,100,0,0,1,1
dbo,MachineStop,MachineStopID,int,4,10,0,0,0
dbo,MachineStop,MachineStopReasonID,smallint,2,5,0,0,0
dbo,MachineStop,FromDT,datetime,8,23,3,0,0
dbo,MachineStop,ToDT,datetime,8,23,3,0,0
dbo,MachineStop,MachineStageID,smallint,2,5,0,0,0
dbo,MachineStop,IsEdited,tinyint,1,3,0,0,0
dbo,MachineStop,RevisionNo,tinyint,1,3,0,0,0
dbo,MachineStop_,MachineStopID,int,4,10,0,0,0
dbo,MachineStop_,StopComments,nvarchar,2048,0,0,1,1
dbo,MachineStop_,StartComments,nvarchar,2048,0,0,1,1
dbo,MachineStop_,StartLoginID,smallint,2,5,0,0,0
dbo,MachineStop_,StopLoginID,smallint,2,5,0,0,0
dbo,MachineStop_,OpenedStopDT,datetime,8,23,3,0,0
dbo,MachineStop_,SavedStopDT,datetime,8,23,3,0,0
dbo,MachineStop_,OpenedStartDT,datetime,8,23,3,0,0
dbo,MachineStop_,SavedStartDT,datetime,8,23,3,0,0
dbo,MachineStop_,OriginalLoginID,smallint,2,5,0,0,0
dbo,MachineStop_,EditedMachineStopID,int,4,10,0,1,0
dbo,MachineStopCategory,MachineStopCategoryID,smallint,2,5,0,0,0
dbo,MachineStopCategory,MachineStopCategory,nvarchar,508,0,0,0,1
dbo,MachineStopCategory,Description,nvarchar,508,0,0,1,1
dbo,MachineStopCategory,MachineStageTypeID,smallint,2,5,0,0,0
dbo,MachineStopCategory,StopCategoryCode,nvarchar,100,0,0,1,1
dbo,MachineStopCategory,DisplayOrder,smallint,2,5,0,1,0
dbo,MachineStopReason,MachineStopReasonID,smallint,2,5,0,0,0
dbo,MachineStopReason,StopReason,nvarchar,508,0,0,0,1
dbo,MachineStopReason,Description,nvarchar,508,0,0,1,1
dbo,MachineStopReason,MachineStageTypeID,smallint,2,5,0,0,0
dbo,MachineStopReason,IsPlanned,tinyint,1,3,0,0,0
dbo,MachineStopReason,StopCode,nvarchar,100,0,0,1,1
dbo,MachineStopReason,RfMachineStopClassID,tinyint,1,3,0,0,0
dbo,MachineStopReason,RfLineStopReasonTypeID,smallint,2,5,0,0,0
dbo,MachineStopReason,MachineStopCategoryID,smallint,2,5,0,1,0
dbo,MachineStopReason,IsRetired,tinyint,1,3,0,0,0
dbo,MachineStopReasonGroup,MachineStopReasonGroupID,smallint,2,5,0,0,0
dbo,MachineStopReasonGroup,MachineStopReasonGroup,nvarchar,508,0,0,0,1
dbo,MachineStopReasonGroup,Description,nvarchar,508,0,0,1,1
dbo,MachineStopReasonGroup,MachineStopReasonGroupCode,nvarchar,508,0,0,1,1
dbo,MaintenanceManHourPlanned,MaintenanceManHourPlannedID,int,4,10,0,0,0
dbo,MaintenanceManHourPlanned,MaintenanceProcedureID,int,4,10,0,0,0
dbo,MaintenanceManHourPlanned,PlannedManHours,float,8,53,0,0,0
dbo,MaintenanceManHourPlanned,PersonnelGroupID,smallint,2,5,0,1,0
dbo,MaintenanceManHourPlanned,SupplierID,smallint,2,5,0,0,0
dbo,MaintenanceManHourPlanned,SupplierCost,float,8,53,0,0,0
dbo,MaintenanceManHours,MaintenanceManHoursID,int,4,10,0,0,0
dbo,MaintenanceManHours,MaintenanceWorkID,int,4,10,0,0,0
dbo,MaintenanceManHours,WorkerLoginID,smallint,2,5,0,0,0
dbo,MaintenanceManHours,ActualManHours,float,8,53,0,0,0
dbo,MaintenanceManHours,RevisionNo,smallint,2,5,0,0,0
dbo,MaintenanceManHours,IsEdited,tinyint,1,3,0,0,0
dbo,MaintenanceManHours,ModifiedDT,datetime,8,23,3,0,0
dbo,MaintenanceManHours,SupplierID,smallint,2,5,0,0,0
dbo,MaintenanceManHours,SupplierCost,float,8,53,0,0,0
dbo,MaintenanceManHours,PersonnelGroupID,smallint,2,5,0,1,0
dbo,MaintenancePartPlanned,MaintenancePartPlannedID,int,4,10,0,0,0
dbo,MaintenancePartPlanned,MaintenanceProcedureStepID,int,4,10,0,0,0
dbo,MaintenancePartPlanned,PartID,int,4,10,0,0,0
dbo,MaintenancePartPlanned,PlannedCost,float,8,53,0,1,0
dbo,MaintenancePartPlanned,IsOptional,tinyint,1,3,0,0,0
dbo,MaintenancePartPlanned,Quantity,float,8,53,0,0,0
dbo,MaintenancePartPlanned,UnitID,smallint,2,5,0,0,0
dbo,MaintenancePartUsed,MaintenancePartUsedID,int,4,10,0,0,0
dbo,MaintenancePartUsed,MaintenanceWorkID,int,4,10,0,0,0
dbo,MaintenancePartUsed,MaintenanceProcedureResultID,int,4,10,0,1,0
dbo,MaintenancePartUsed,PartID,int,4,10,0,0,0
dbo,MaintenancePartUsed,Cost,float,8,53,0,0,0
dbo,MaintenancePartUsed,DT,datetime,8,23,3,0,0
dbo,MaintenancePartUsed,LoginID,smallint,2,5,0,0,0
dbo,MaintenancePartUsed,Quantity,float,8,53,0,0,0
dbo,MaintenancePartUsed,UnitID,smallint,2,5,0,0,0
dbo,MaintenancePartUsed,InventoryPackID,int,4,10,0,1,0
dbo,MaintenanceProcedure,MaintenanceProcedureID,int,4,10,0,0,0
dbo,MaintenanceProcedure,MaintenanceProcedure,nvarchar,508,0,0,0,1
dbo,MaintenanceProcedure,PartID,int,4,10,0,1,0
dbo,MaintenanceProcedure,ResponsibleDepartmentID,smallint,2,5,0,0,0
dbo,MaintenanceProcedure,BudgetWorkDone,float,8,53,0,1,0
dbo,MaintenanceProcedure,PlannedManHours,float,8,53,0,1,0
dbo,MaintenanceProcedure,PlannedDuration,float,8,53,0,0,0
dbo,MaintenanceProcedure,MaintenanceProcedureCode,nvarchar,50,0,0,1,1
dbo,MaintenanceProcedure,AdvanceWarningPeriod,int,4,10,0,0,0
dbo,MaintenanceProcedure,SchedulingWindow,int,4,10,0,0,0
dbo,MaintenanceProcedure,PlannedMachineStageDowntime,int,4,10,0,0,0
dbo,MaintenanceProcedure,PlannedLineDowntime,int,4,10,0,0,0
dbo,MaintenanceProcedure,SubPartID,int,4,10,0,1,0
dbo,MaintenanceProcedure,CreatedDT,datetime,8,23,3,0,0
dbo,MaintenanceProcedure,CreatedLoginID,smallint,2,5,0,0,0
dbo,MaintenanceProcedure,RfMaintenanceWorkTypeID,smallint,2,5,0,0,0
dbo,MaintenanceProcedure,CostCentreID,smallint,2,5,0,0,0
dbo,MaintenanceProcedure,IsAutoAuthoriseWork,tinyint,1,3,0,0,0
dbo,MaintenanceProcedure,IsRetired,tinyint,1,3,0,0,0
dbo,MaintenanceProcedure,IsToolTakenOutOfService,tinyint,1,3,0,0,0
dbo,MaintenanceProcedureGroup,MaintenanceProcedureGroupID,int,4,10,0,0,0
dbo,MaintenanceProcedureGroup,MaintenanceProcedureGroup,nvarchar,100,0,0,0,1
dbo,MaintenanceProcedureGroup,Description,nvarchar,508,0,0,1,1
dbo,MaintenanceProcedureResult,MaintenanceProcedureResultID,int,4,10,0,0,0
dbo,MaintenanceProcedureResult,MaintenanceProcedureStepID,int,4,10,0,1,0
dbo,MaintenanceProcedureResult,MaintenanceWorkID,int,4,10,0,0,0
dbo,MaintenanceProcedureResult,Result,float,8,53,0,1,0
dbo,MaintenanceProcedureResult,ResultPassFail,smallint,2,5,0,0,0
dbo,MaintenanceProcedureResult,Comments,nvarchar,508,0,0,1,1
dbo,MaintenanceProcedureResult,DT,datetime,8,23,3,0,0
dbo,MaintenanceProcedureResult,CheckedByLoginID,smallint,2,5,0,0,0
dbo,MaintenanceProcedureResult,MaintenanceProcedureStep,nvarchar,2000,0,0,1,1
dbo,MaintenanceProcedureResult,StepOrder,float,8,53,0,1,0
dbo,MaintenanceProcedureResult,SubPartID,int,4,10,0,1,0
dbo,MaintenanceProcedureResult,Component,nvarchar,508,0,0,1,1
dbo,MaintenanceProcedureResult,RfMaintenanceCheckTypeID,smallint,2,5,0,0,0
dbo,MaintenanceProcedureResult,RfSpecialActionTypeID,tinyint,1,3,0,1,0
dbo,MaintenanceProcedureResult,Test,nvarchar,508,0,0,1,1
dbo,MaintenanceProcedureResult,USL,float,8,53,0,1,0
dbo,MaintenanceProcedureResult,LSL,float,8,53,0,1,0
dbo,MaintenanceProcedureResult,PersonnelGroupID,smallint,2,5,0,1,0
dbo,MaintenanceProcedureResult,SupplierID,smallint,2,5,0,0,0
dbo,MaintenanceProcedureResult,Nom,float,8,53,0,1,0
dbo,MaintenanceProcedureResult,Units,nvarchar,40,0,0,1,1
dbo,MaintenanceProcedureResult,DecPlaces,tinyint,1,3,0,1,0
dbo,MaintenanceProcedureRevision,MaintenanceProcedureRevisionID,int,4,10,0,0,0
dbo,MaintenanceProcedureRevision,MaintenanceProcedureID,int,4,10,0,0,0
dbo,MaintenanceProcedureRevision,FromDT,datetime,8,23,3,0,0
dbo,MaintenanceProcedureRevision,ToDT,datetime,8,23,3,0,0
dbo,MaintenanceProcedureRevision,IsEdited,tinyint,1,3,0,0,0
dbo,MaintenanceProcedureRevision,RevisionNo,smallint,2,5,0,0,0
dbo,MaintenanceProcedureRevision,LoginID,smallint,2,5,0,0,0
dbo,MaintenanceProcedureRevision,ModifiedDT,datetime,8,23,3,0,0
dbo,MaintenanceProcedureRevision,RevisedMaintProcID,int,4,10,0,1,0
dbo,MaintenanceProcedureStep,MaintenanceProcedureStepID,int,4,10,0,0,0
dbo,MaintenanceProcedureStep,MaintenanceProcedureStep,nvarchar,2000,0,0,0,1
dbo,MaintenanceProcedureStep,MaintenanceProcedureRevisionID,int,4,10,0,1,0
dbo,MaintenanceProcedureStep,StepOrder,float,8,53,0,0,0
dbo,MaintenanceProcedureStep,SubPartID,int,4,10,0,1,0
dbo,MaintenanceProcedureStep,Component,nvarchar,508,0,0,1,1
dbo,MaintenanceProcedureStep,RfMaintenanceCheckTypeID,smallint,2,5,0,0,0
dbo,MaintenanceProcedureStep,RfSpecialActionTypeID,tinyint,1,3,0,0,0
dbo,MaintenanceProcedureStep,Test,nvarchar,508,0,0,0,1
dbo,MaintenanceProcedureStep,USL,float,8,53,0,1,0
dbo,MaintenanceProcedureStep,LSL,float,8,53,0,1,0
dbo,MaintenanceProcedureStep,PersonnelGroupID,smallint,2,5,0,1,0
dbo,MaintenanceProcedureStep,SupplierID,smallint,2,5,0,0,0
dbo,MaintenanceProcedureStep,Nom,float,8,53,0,1,0
dbo,MaintenanceProcedureStep,Units,nvarchar,40,0,0,1,1
dbo,MaintenanceProcedureStep,DecPlaces,tinyint,1,3,0,1,0
dbo,MaintenanceReason,MaintenanceReasonID,smallint,2,5,0,0,0
dbo,MaintenanceReason,MaintenanceReason,nvarchar,508,0,0,0,1
dbo,MaintenanceWork,MaintenanceWorkID,int,4,10,0,0,0
dbo,MaintenanceWork,MaintenanceWO,nvarchar,508,0,0,1,1
dbo,MaintenanceWork,AssetID,int,4,10,0,0,0
dbo,MaintenanceWork,MaintenanceProcedureID,int,4,10,0,1,0
dbo,MaintenanceWork,MaintenanceProcedureRevisionID,int,4,10,0,1,0
dbo,MaintenanceWork,MaintProcScheduleOnAssetID,int,4,10,0,1,0
dbo,MaintenanceWork,RfMaintenanceWorkTypeID,smallint,2,5,0,0,0
dbo,MaintenanceWork,AdhocWorkToDo,nvarchar,508,0,0,1,1
dbo,MaintenanceWork,MaintProcScheduleOnAssetNo,int,4,10,0,1,0
dbo,MaintenanceWork,MaintenanceWorkStatusID,smallint,2,5,0,0,0
dbo,MaintenanceWork,ActualStartDT,datetime,8,23,3,0,0
dbo,MaintenanceWork,ActualEndDT,datetime,8,23,3,0,0
dbo,MaintenanceWork,ActualManHours,float,8,53,0,0,0
dbo,MaintenanceWork,PlannedStartDT,datetime,8,23,3,1,0
dbo,MaintenanceWork,PlannedEndDT,datetime,8,23,3,1,0
dbo,MaintenanceWork,PlannedManHours,float,8,53,0,1,0
dbo,MaintenanceWork,OwnerLoginID,smallint,2,5,0,0,0
dbo,MaintenanceWork,ActualLabourCost,float,8,53,0,1,0
dbo,MaintenanceWork,PlannedLabourCost,float,8,53,0,1,0
dbo,MaintenanceWork,RfCurrencyID,smallint,2,5,0,0,0
dbo,MaintenanceWork,PartsCost,float,8,53,0,1,0
dbo,MaintenanceWork,LineDownCost,float,8,53,0,1,0
dbo,MaintenanceWork,Priority,smallint,2,5,0,1,0
dbo,MaintenanceWork,MaintenanceReasonID,smallint,2,5,0,0,0
dbo,MaintenanceWork,IsPlannedDateLockedByUser,tinyint,1,3,0,0,0
dbo,MaintenanceWork,EBATriggerID,int,4,10,0,1,0
dbo,MaintenanceWork,PeriodDueDT,datetime,8,23,3,1,0
dbo,MaintenanceWork,RunHoursDueDT,datetime,8,23,3,1,0
dbo,MaintenanceWork,PartsBasedDueDT,datetime,8,23,3,1,0
dbo,MaintenanceWork,EventDueDT,datetime,8,23,3,1,0
dbo,MaintenanceWork,ReleasedDT,datetime,8,23,3,1,0
dbo,MaintenanceWork,ReleasedLoginID,smallint,2,5,0,1,0
dbo,MaintenanceWork,IsEdited,tinyint,1,3,0,0,0
dbo,MaintenanceWork,RevisionNo,smallint,2,5,0,0,0
dbo,MaintenanceWork,AbsoluteCounterThreshold,int,4,10,0,1,0
dbo,MaintenanceWork_,MaintenanceWorkID,int,4,10,0,0,0
dbo,MaintenanceWork_,WorkDone,nvarchar,2000,0,0,1,1
dbo,MaintenanceWork_,Comments,nvarchar,508,0,0,1,1
dbo,MaintenanceWork_,LoginID,smallint,2,5,0,0,0
dbo,MaintenanceWork_,ModifiedDT,datetime,8,23,3,0,0
dbo,MaintenanceWork_,Reference1,nvarchar,508,0,0,1,1
dbo,MaintenanceWork_,Reference2,nvarchar,508,0,0,1,1
dbo,MaintenanceWork_,Reference3,nvarchar,508,0,0,1,1
dbo,MaintenanceWork_,Reference4,nvarchar,508,0,0,1,1
dbo,MaintenanceWork_,Reference5,nvarchar,508,0,0,1,1
dbo,MaintenanceWorkStatus,MaintenanceWorkStatusID,smallint,2,5,0,0,0
dbo,MaintenanceWorkStatus,MaintenanceWorkStatus,nvarchar,508,0,0,0,1
dbo,MaintenanceWorkStatus,Description,nvarchar,508,0,0,1,1
dbo,MaintenanceWorkStatus,RfMaintenanceWorkStatusID,smallint,2,5,0,0,0
dbo,MaintProcScheduleOnAsset,MaintProcScheduleOnAssetID,int,4,10,0,0,0
dbo,MaintProcScheduleOnAsset,MaintenanceProcedureID,int,4,10,0,0,0
dbo,MaintProcScheduleOnAsset,AssetID,int,4,10,0,0,0
dbo,MaintProcScheduleOnAsset,RfPeriodTypeID,smallint,2,5,0,0,0
dbo,MaintProcScheduleOnAsset,StartDate,datetime,8,23,3,1,0
dbo,MaintProcScheduleOnAsset,AssetCountTypeID,smallint,2,5,0,1,0
dbo,MaintProcScheduleOnAsset,EBAReference,nvarchar,100,0,0,1,1
dbo,MaintProcScheduleOnAsset,IsEdited,tinyint,1,3,0,0,0
dbo,MaintProcScheduleOnAsset,LoginID,smallint,2,5,0,0,0
dbo,MaintProcScheduleOnAsset,ModifiedDT,datetime,8,23,3,1,0
dbo,MaintProcScheduleOnAsset,CalendarN1,int,4,10,0,1,0
dbo,MaintProcScheduleOnAsset,CalendarN2,int,4,10,0,1,0
dbo,MaintProcScheduleOnAsset,CalendarN3,int,4,10,0,1,0
dbo,MaintProcScheduleOnAsset,CounterThreshold1,int,4,10,0,1,0
dbo,MaintProcScheduleOnAsset,CounterThreshold2,int,4,10,0,1,0
dbo,MaintProcScheduleOnAsset,CounterThreshold3,int,4,10,0,1,0
dbo,MaintProcScheduleOnAsset,EstimatedCountPerDay,float,8,53,0,1,0
dbo,MaintProcScheduleOnAsset,RunHourThreshold1,int,4,10,0,1,0
dbo,MaintProcScheduleOnAsset,RunHourThreshold2,int,4,10,0,1,0
dbo,MaintProcScheduleOnAsset,RunHourThreshold3,int,4,10,0,1,0
dbo,MaintProcScheduleOnAsset,EstimatedRunHoursPerDay,float,8,53,0,1,0
dbo,MaintProcScheduleOnAsset,EstimatedEventsPerDay,float,8,53,0,1,0
dbo,MaintProcScheduleOnAsset,RevisionNo,smallint,2,5,0,0,0
dbo,MaintProcScheduleOnAsset,IsRetired,tinyint,1,3,0,0,0
dbo,MaintProcScheduleOnAsset,PriorExecutions,smallint,2,5,0,0,0
dbo,MeasurementSet,MeasurementSetID,int,4,10,0,0,0
dbo,MeasurementSet,ActualAttrSampleSize,int,4,10,0,1,0
dbo,MeasurementSet,AcquisitionContextID,int,4,10,0,0,0
dbo,MeasurementSet,IsEdited,tinyint,1,3,0,0,0
dbo,MeasurementSet,DT,datetime,8,23,3,0,0
dbo,MeasurementSet,AcquisitionID,smallint,2,5,0,0,0
dbo,MeasurementSet,MachineStageID,smallint,2,5,0,0,0
dbo,MeasurementSet,RfAcquisitionClassID,tinyint,1,3,0,0,0
dbo,MeasurementSet,RevisionNo,tinyint,1,3,0,0,0
dbo,MeasurementSet,PartID,int,4,10,0,0,0
dbo,MeasurementSet,JobID,int,4,10,0,0,0
dbo,MeasurementSet,ResumeStep,smallint,2,5,0,0,0
dbo,MeasurementSet,InventoryPackID,int,4,10,0,0,0
dbo,MeasurementSet_,MeasurementSetID,int,4,10,0,0,0
dbo,MeasurementSet_,Comments,nvarchar,4000,0,0,1,1
dbo,MeasurementSet_,LoginID,smallint,2,5,0,0,0
dbo,MeasurementSet_,OpenedDT,datetime,8,23,3,0,0
dbo,MeasurementSet_,SavedDT,datetime,8,23,3,0,0
dbo,MeasurementSet_,OriginalLoginID,smallint,2,5,0,0,0
dbo,MeasurementSet_,EditedMSID,int,4,10,0,1,0
dbo,MeasurementSet_,ApprovalLoginID,smallint,2,5,0,1,0
dbo,MeasurementSetP,MeasurementSetPID,int,4,10,0,0,0
dbo,MeasurementSetP,ActualAttrSampleSize,int,4,10,0,1,0
dbo,MeasurementSetP,AcquisitionContextID,int,4,10,0,0,0
dbo,MeasurementSetP,IsEdited,tinyint,1,3,0,0,0
dbo,MeasurementSetP,DT,datetime,8,23,3,0,0
dbo,MeasurementSetP,AcquisitionID,smallint,2,5,0,0,0
dbo,MeasurementSetP,MachineStageID,smallint,2,5,0,0,0
dbo,MeasurementSetP,RfAcquisitionClassID,smallint,2,5,0,0,0
dbo,MeasurementSetP,RevisionNo,tinyint,1,3,0,0,0
dbo,MeasurementSetP,PartID,int,4,10,0,0,0
dbo,MeasurementSetP,JobID,int,4,10,0,1,0
dbo,MeasurementSetRequired,MeasurementSetRequiredID,int,4,10,0,0,0
dbo,MeasurementSetRequired,EBATriggerID,int,4,10,0,0,0
dbo,MeasurementSetRequired,AcquisitionContextID,int,4,10,0,0,0
dbo,MeasurementSetRequired,MeasurementSetID,int,4,10,0,0,0
dbo,MeasurementSetRequired,RfAcquisitionStatusID,smallint,2,5,0,0,0
dbo,MeasurementSetRequired,SubmittedDT,datetime,8,23,3,0,0
dbo,MeasurementSetRequired,DueDT,datetime,8,23,3,0,0
dbo,MeasurementSetRequired,DeadlineDT,datetime,8,23,3,0,0
dbo,MeasurementSetRequired,ExpiryDT,datetime,8,23,3,0,0
dbo,MeasurementSetRequired,OwnerID,smallint,2,5,0,0,0
dbo,MeasurementSetRequired,ActionID,int,4,10,0,1,0
